Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
17.108.161.55-192.168.0.174-61065-25-6,17.108.161.55,61065,192.168.0.174,25,6,07/07/2017 10:18:22,90365,892,1,24.5016,623.8686,3662,305,1115.1521,39537,847,332.8447,2820029.635858901,1697.6102490822063,1002.0306,27.3695,44756,21,627.7628,1487.5085,46234,793,145.3491,961.1267,1,4,4,2,575.8279,356.694,483.6318,549.1714,14,18485,299.5984,51.282,19634.6727,0,764,2,2,0,0,2,0,536.7695,825.7131,1478.5138,156.7652,1404.795,1030.7009,241.1078,335.5102,443.7179,555.8701,766.2541,20710,736.1655,7616,61879,36415,48.7674,151.6612,477.3814,286.4907,11899,496,266.9132,64.6495,3793,559,DoS Slowhttptest
17.197.195.153-192.168.1.179-9227-3389-17,17.197.195.153,9227,192.168.1.179,3389,17,07/07/2017 10:14:34,913086,52,26,569.6015,370.1003,15457,152,971.5124,38418,759,1145.3386,74159.52907744616,67.27637147677459,135.6835,255.2905,11592,853,195.1137,286.3883,61307,916,286.5293,802.0957,3,5,4,2,576.3161,570.5727,155.8382,624.5632,593,55580,947.8478,468.3572,42618.317,2,1,1,14,25,2,1,2,356.2492,137.4482,1110.242,1283.3284,287.2443,1274.494,783.4146,501.5185,1112.9654,887.1549,771.138,33240,67.1981,58407,32500,25097,444.4682,933.8412,944.2956,429.0303,1500,727,251.8075,497.2068,44595,504,Web Attack – Brute Force
192.168.2.40-192.168.3.151-3342-8080-0,192.168.2.40,3342,192.168.3.151,8080,0,07/07/2017 09:25:07,1364367,27,33,522.8991,984.8449,27341,294,848.6696,38961,958,1152.8977,15447.321636809085,87.46071442456724,1399.8075,381.1634,50009,952,914.4165,1435.3635,41009,12,5.6543,20.0406,4,3,0,2,556.2708,533.1544,562.1253,110.0163,843,46787,879.565,165.8378,11299.9587,1,1,0,3,13,5,3,4,866.7712,298.7452,206.8254,1435.7713,1063.269,1326.9959,35.7659,1074.3257,1282.7103,755.763,100.6831,223,751.6788,24677,9198,52410,212.4163,506.6959,1025.1588,280.1134,14647,991,170.0618,31.7058,14772,774,BENIGN
112.80.232.1-192.168.2.40-55365-8080-17,112.80.232.1,55365,192.168.2.40,8080,17,07/07/2017 10:14:11,1687074,36,78,518.419,916.8961,11006,239,416.3652,15397,770,122.1731,36780.24352414822,268.9729743781171,1112.6524,124.9902,5081,373,9.5045,777.7343,48354,188,495.8405,1399.8971,4,0,3,3,61.2361,734.5905,736.4863,935.8535,148,56403,1371.1742,100.6829,3828.3499,0,3,5,5,6,2,3,4,862.695,15.0065,513.493,225.1483,1215.9061,917.2017,633.5777,1054.9211,179.4997,962.3819,309.408,5235,180.6836,41773,52266,60737,53.8398,344.3894,19.7968,297.2301,51295,686,290.7741,224.6623,12722,110,Web Attack – XSS
192.168.0.144-192.168.3.88-13697-25-6,192.168.0.144,13697,192.168.3.88,25,6,07/07/2017 09:41:49,4408900,33,16,312.2974,124.3632,58977,463,395.5845,37796,9,342.0727,47603.258039114735,102.62081045091381,118.9124,214.0892,13736,325,778.0718,930.2127,34976,972,283.6223,922.7561,3,1,1,3,127.1376,472.4035,73.9541,972.0391,579,36049,726.1724,463.6359,29322.1354,1,1,2,5,9,2,4,2,680.8452,245.9657,495.5608,320.2685,589.5249,459.7361,168.0051,454.6766,628.8018,621.1695,611.6001,57638,724.8571,938,27593,29819,966.9021,912.907,1096.9202,138.8381,47529,823,1.6013,178.5604,5242,446,BENIGN
192.168.3.151-192.168.1.179-27764-23-6,192.168.3.151,27764,192.168.1.179,23,6,07/07/2017 09:26:32,3638768,19,7,747.3031,648.8622,12404,860,40.291,63794,288,887.2096,34288.629657386424,152.79885478426618,1353.0508,267.9797,51327,432,34.9916,1348.7563,51896,198,414.6522,1254.4246,5,1,0,4,351.4521,787.9575,973.1241,318.6759,687,34405,489.294,31.3768,36496.3449,1,2,4,4,12,2,4,4,919.1912,700.4132,1456.7936,931.6928,118.264,1431.0639,489.2659,1380.3269,934.1268,637.3766,742.4409,58557,736.9804,31724,22459,13532,121.1548,364.7607,438.439,256.2248,55227,52,1372.7675,312.7213,46622,562,BENIGN
28.152.101.40-192.168.0.174-2603-21-0,28.152.101.40,2603,192.168.0.174,21,0,07/07/2017 09:01:04,1869101,43,3,727.6813,584.3469,31985,666,57.3654,62200,865,187.7628,65713.01067441476,86.39778101596977,999.3334,299.1715,47075,796,893.1587,10.6976,9139,329,366.8701,524.0922,4,0,1,4,51.9239,157.8019,453.6986,112.4434,427,26801,1141.7516,400.5395,25688.2557,0,1,5,1,9,5,3,3,18.7609,463.8955,293.6658,1134.6059,842.9058,109.0495,1212.8195,901.9473,148.6442,1019.7627,425.6157,55179,184.5742,50579,13729,58011,599.4132,999.4965,512.4859,172.2093,40742,311,777.5937,164.312,24264,427,Bot
192.168.0.144-192.168.1.246-41690-21-17,192.168.0.144,41690,192.168.1.246,21,17,07/07/2017 10:06:30,50347,37,39,159.5788,597.1509,24010,439,756.7029,9789,465,399.286,46739.00106203651,151.04233515141675,1144.3071,427.2375,13151,290,815.8685,821.2279,9931,473,70.2018,882.3502,5,3,5,0,602.239,882.9955,588.5351,410.4052,307,48891,1203.6367,364.4114,3747.368,2,0,3,4,4,4,2,5,850.9836,832.6418,1136.9579,973.4909,608.7611,235.7346,874.7241,1347.609,41.7709,177.0986,866.4505,16672,261.2717,48694,42042,57804,32.4059,357.1813,1446.9365,410.9191,6691,977,1115.6433,473.3296,37326,667,BENIGN
32.193.40.142-192.168.1.179-2681-53-6,32.193.40.142,2681,192.168.1.179,53,6,07/07/2017 09:03:17,153459,2431,1,530.6686,586.5181,57661,22,156.7611,36163,471,682.7014,1858233.5901407106,16161.500609816494,664.6389,384.7751,21686,919,702.8135,1069.3024,9798,784,79.8588,1465.749,2,5,0,1,600.7504,635.6727,795.3263,550.1183,736,21172,524.4592,5.5951,23064.6931,0,987,0,0,4,0,0,2,214.7776,654.7241,1182.0518,1183.0883,217.556,169.6177,1389.5777,966.4928,1168.7492,962.2841,187.4321,17719,955.6945,41661,2015,23765,491.1474,388.1732,507.3391,156.0004,36954,309,29.3865,35.5496,25242,809,DoS Hulk
112.80.232.1-192.168.2.27-9225-22-6,112.80.232.1,9225,192.168.2.27,22,6,07/07/2017 09:40:30,998,2,0,602.9105,36.5792,28751,42,89.1266,53934,219,1048.0428,297.79619276534277,1370.8589642194327,716.0546,81.5619,39285,453,426.2058,1006.1712,17701,880,351.1168,1238.0397,5,3,1,0,168.9783,875.7578,128.7713,523.7451,297,32683,1487.0909,216.9982,30622.7142,0,1,1,0,1,0,4,2,59.7075,384.3256,487.0172,36.0054,396.5962,1242.3548,401.4381,715.4877,1105.9546,611.2758,625.5541,54042,949.4896,56568,58589,22780,589.931,848.7101,585.377,304.015,41045,139,279.1708,210.2027,48863,89,PortScan
168.255.202.227-192.168.1.184-8251-23-17,168.255.202.227,8251,192.168.1.184,23,17,07/07/2017 10:18:35,2429308,30,56,762.5417,376.6099,7393,778,230.9539,17008,526,909.6893,571.7997086891819,61.84389058370013,439.7496,212.3097,42129,642,247.3016,518.3596,28257,627,927.1812,216.9344,1,4,0,1,793.7741,738.1279,954.7038,176.6811,406,27266,612.872,14.8534,15988.5086,0,1,2,21,38,0,3,0,297.3237,927.2567,1473.72,331.4299,703.5908,93.0757,1446.8374,1186.5817,376.3104,141.2395,480.8609,25081,30.23,12429,5514,45828,94.6494,626.6996,964.9207,116.9993,33557,678,541.8025,101.6925,26550,576,FTP-Patator
17.108.161.55-192.168.3.151-13497-3389-17,17.108.161.55,13497,192.168.3.151,3389,17,07/07/2017 10:01:13,473534,4603,9,642.9107,246.5426,33823,306,134.9679,17363,543,224.9061,1813598.2683016495,41582.64434425021,629.4079,64.4244,55222,785,100.4324,375.0071,63921,755,681.2014,1368.8506,3,3,1,1,680.7383,260.2564,536.1205,398.4629,321,16354,867.7311,67.3418,27793.645,0,290,3,0,5,3,1,2,305.2163,449.0553,1059.7469,483.1694,50.1536,271.6935,715.6594,1125.7819,605.4297,922.8754,854.6875,57747,730.3715,25666,9775,35537,134.9868,312.9398,381.6425,89.2978,56738,583,1312.5666,315.0039,13528,967,DoS GoldenEye
17.197.195.153-192.168.0.7-10770-8080-0,17.197.195.153,10770,192.168.0.7,8080,0,07/07/2017 09:50:31,439873,40,63,151.8484,707.0196,54637,59,1127.4027,13963,140,900.4431,75312.42252928937,264.64768152706097,923.525,176.3401,16671,28,275.3715,651.0458,2685,969,175.6533,943.3366,0,1,3,2,859.2169,75.2621,201.9557,369.0909,204,25510,1080.438,169.2874,43816.9254,1,2,5,6,0,3,5,3,326.9772,503.3487,255.0857,1268.3069,104.1417,1085.5467,271.1845,1448.1929,1300.2399,951.5422,832.2727,62737,746.8703,38549,7405,1235,739.7461,446.7565,337.0282,433.5839,38909,546,1090.4034,447.7304,64515,687,Web Attack – Brute Force
192.168.1.179-192.168.0.98-1743-443-6,192.168.1.179,1743,192.168.0.98,443,6,07/07/2017 09:50:24,4844320,15,19,553.0414,536.6588,2368,681,500.408,31814,862,32.5894,12500.189193847495,176.20186259455295,923.3711,267.037,58093,80,183.4681,922.86,55557,769,892.3183,744.0333,4,4,2,3,304.5206,976.9451,819.9329,395.5049,219,47772,1250.9389,71.0286,34274.6242,1,0,3,2,13,5,3,5,238.9963,448.3072,689.4321,758.623,953.5783,909.9375,617.0943,679.2007,1362.2893,959.6961,955.0026,62802,907.6377,1913,1985,64889,0.2651,664.8465,978.5433,268.5763,31515,990,1252.9238,46.511,20776,962,BENIGN
36.126.134.192-192.168.1.60-29213-3389-6,36.126.134.192,29213,192.168.1.60,3389,6,07/07/2017 10:09:50,69919,646,9,839.8523,717.266,35314,985,308.1215,468,151,1060.8759,3098258.604069498,34642.51097404211,50.6011,19.3908,4675,754,586.4123,1385.4282,59763,428,725.3089,829.345,5,3,2,5,834.2153,937.0166,56.2318,781.3954,876,4629,127.5451,147.9241,3921.906,0,516,5,4,0,3,1,2,329.2577,352.0718,1200.1235,480.3692,1415.0338,33.0772,338.4585,894.0443,1411.6474,1478.0219,919.2689,24814,544.0509,13277,45031,27245,479.3839,231.5997,566.8986,114.7626,10193,849,90.67,290.7479,27407,618,DoS slowloris
192.168.1.179-192.168.0.98-18358-21-0,192.168.1.179,18358,192.168.0.98,21,0,07/07/2017 09:49:18,1497407,47,33,139.0315,341.5679,35233,702,147.6865,19517,11,511.5694,44927.219889871696,137.00069705448368,512.7416,113.6971,9567,472,781.8299,369.6777,7858,878,412.0045,155.1566,4,5,5,2,377.1084,570.4851,515.4009,828.0381,226,56880,892.176,466.7342,28375.0671,0,2,2,7,0,5,1,5,760.4404,720.7602,175.9176,1086.3838,1257.2868,1005.4642,948.117,512.18,1431.3665,1141.6452,164.5333,10710,407.5635,53792,25251,53485,996.8682,252.3547,1359.5982,77.019,50191,407,755.3481,417.1618,24196,168,BENIGN
192.168.0.98-192.168.0.152-59787-21-17,192.168.0.98,59787,192.168.0.152,21,17,07/07/2017 10:04:52,278310,28,9,710.7526,469.8616,45410,564,834.9347,27910,256,1227.5099,29423.79486524646,64.31523747933733,756.3986,133.2128,46349,992,881.6558,349.1831,8837,239,691.2053,1328.6119,1,3,1,5,322.4872,834.925,960.2652,482.0684,766,64975,297.0578,394.2469,5770.7242,2,0,4,3,20,5,0,1,740.0659,638.167,840.7353,582.553,1073.0306,1420.6076,536.6059,71.8123,417.8329,876.0154,705.0745,22150,52.8561,61719,53937,11773,237.3943,573.4628,498.551,277.1861,38129,448,795.6471,410.7446,26912,64,BENIGN
192.168.3.151-192.168.1.184-15952-53-17,192.168.3.151,15952,192.168.1.184,53,17,07/07/2017 09:26:31,4595506,24,16,499.8446,365.6253,56352,723,298.0081,37330,690,778.5967,23702.721400476734,187.256698092863,201.7875,128.3021,56680,846,261.5083,131.4405,40796,97,768.6781,1433.5387,4,5,3,5,947.9783,959.273,253.5386,235.6806,38,6094,626.9569,428.071,19704.2177,0,1,1,2,5,0,1,5,935.3886,31.1454,1028.4797,987.4983,1246.9829,1203.5515,11.7567,933.905,622.4351,106.7103,979.1896,63110,31.965,28622,24653,38879,465.3706,926.1757,876.4893,45.5692,9181,598,1193.4738,246.2812,14448,269,BENIGN
185.134.91.130-192.168.3.88-48049-80-0,185.134.91.130,48049,192.168.3.88,80,0,07/07/2017 09:56:49,2077971,27,43,417.2013,384.4462,1985,136,1333.713,18701,858,1182.3266,5497.158813445956,22.3824669260161,569.1401,218.9099,10003,923,968.1327,131.7799,46083,647,9.075,649.765,3,0,2,5,343.2599,698.3924,857.6366,626.0446,108,16998,383.2667,444.3542,18840.8674,1,2,4,8,38,2,2,0,175.3967,246.6478,932.7922,367.8698,211.6572,340.3496,1396.8558,536.8703,886.1144,1393.6028,634.6243,59893,535.0093,30486,22171,21604,744.8399,659.6769,532.6457,400.1628,48020,361,727.2482,338.5087,39332,974,SSH-Patator
192.168.1.60-192.168.1.179-11657-80-17,192.168.1.60,11657,192.168.1.179,80,17,07/07/2017 09:33:08,357820,15,5,645.063,384.3203,19426,940,1297.1734,16535,625,1156.4176,29213.97604767382,42.56101048517157,1296.5524,121.3171,11358,631,999.4699,281.0541,40354,410,219.3092,980.875,4,3,2,0,50.8812,328.1813,501.1442,276.8936,304,15928,699.6464,164.3606,30671.4508,0,2,5,0,10,0,1,4,568.2241,187.2074,1014.1425,1245.7718,410.4041,603.6954,993.7098,205.7002,6.1091,422.4414,130.0227,52734,735.7814,7678,29780,34788,895.9256,376.7372,438.9094,489.0916,15513,620,661.3895,251.58,35797,259,BENIGN
192.168.1.36-192.168.3.9-47678-443-17,192.168.1.36,47678,192.168.3.9,443,17,07/07/2017 09:56:24,3970650,5,34,160.5748,761.3042,46979,960,383.9261,5657,26,185.0046,38016.54483858881,141.1751843432733,1192.9105,118.2895,29247,74,601.2635,1256.3894,38276,879,43.1961,1386.478,0,2,1,0,826.4809,382.4001,430.9252,61.9968,355,55050,1314.1976,92.1592,14466.1612,2,2,2,5,15,1,4,5,240.8521,372.1298,172.9321,1117.7293,653.934,837.001,973.2654,284.7428,177.4065,1336.0491,336.1946,4412,1.3581,59889,20125,24894,435.1779,582.6917,114.8495,91.2225,22858,514,396.5603,219.5125,60682,908,BENIGN
192.168.0.195-192.168.2.40-22009-443-17,192.168.0.195,22009,192.168.2.40,443,17,07/07/2017 09:27:35,69884,49,34,784.6486,514.5211,21812,962,772.6853,17708,75,93.3004,48717.690598068104,85.75229569263239,551.194,102.6304,50717,20,201.053,560.0506,38271,175,61.4976,834.0067,5,3,4,1,430.1106,453.4168,20.7936,37.0692,746,42861,634.1505,288.6136,46345.6617,0,2,0,6,13,0,1,5,665.7305,348.6988,131.4971,1066.6229,701.6784,538.1379,1444.6188,49.8545,146.449,1426.2284,684.7239,17366,191.8133,11514,17573,12175,625.6018,853.5425,821.7559,37.2169,20472,516,1356.5284,19.4441,18401,806,BENIGN
192.168.1.184-192.168.0.7-35912-23-17,192.168.1.184,35912,192.168.0.7,23,17,07/07/2017 09:21:31,1310072,10,25,469.6357,103.7906,60342,944,1297.7876,46641,406,104.9675,39291.73829051635,195.97144893733778,846.0019,131.5014,55310,846,7.3577,1014.2444,25244,136,902.3675,276.4021,2,5,4,3,312.4496,921.9695,903.4933,984.8481,620,39997,1130.3204,303.2995,36540.9412,1,2,0,1,7,4,3,0,606.246,796.0861,1013.7687,1088.0307,779.813,1236.2187,1483.7855,25.5181,1398.1317,163.9367,146.2415,18284,142.1246,15032,35230,27614,230.9023,529.409,1289.6246,6.7711,7311,291,1064.2243,248.5292,5161,18,BENIGN
84.28.117.211-192.168.0.7-27166-443-0,84.28.117.211,27166,192.168.0.7,443,0,07/07/2017 10:17:17,572238,66,5,385.7147,95.9437,42786,340,96.2713,20420,151,80.1638,6566.077248380508,52.368492713908715,693.5612,20.5097,61933,975,579.784,1317.7015,1752,48,30.5441,43.9919,4,4,5,5,887.2923,896.7611,987.36,716.1008,782,16516,1409.6029,165.3718,43987.4485,0,3,0,6,7,3,2,3,599.8685,30.1829,803.7771,388.6337,1457.5081,1473.2533,259.9196,906.3218,844.4634,449.3206,111.4499,48475,726.2312,40384,38074,39300,155.6955,758.9479,736.0114,181.0027,49452,523,997.6176,137.3006,35122,409,FTP-Patator
163.186.83.95-192.168.3.57-16685-23-0,163.186.83.95,16685,192.168.3.57,23,0,07/07/2017 10:05:49,885,1,1,547.41,2.8649,49336,776,1483.4332,59485,102,1144.9018,543.175510030553,4004.0551850868433,611.5437,52.3274,59526,864,910.0042,857.7364,27814,971,639.9101,1042.559,4,4,4,3,930.4177,75.9607,713.7706,229.1664,274,1534,1178.5577,109.7722,9011.6319,0,1,1,0,0,0,4,5,297.0204,267.4978,1347.3078,1046.9228,1428.2134,536.9174,767.6885,1394.6364,1314.8295,998.5999,875.1469,585,234.8338,7103,623,38021,885.1564,236.3453,306.2497,371.6591,63747,184,1412.2563,174.229,37121,490,PortScan
175.36.87.137-192.168.2.40-44655-22-17,175.36.87.137,44655,192.168.2.40,22,17,07/07/2017 09:27:39,1111906,33,65,907.7702,670.7729,29659,931,300.851,61653,240,518.4807,57845.066978946095,273.94867376877255,1490.6104,460.7775,50388,54,880.6958,264.1364,48661,705,799.0795,1392.3367,4,2,3,5,896.3587,464.8951,42.6122,467.658,788,65516,613.2715,312.152,24978.1219,1,1,4,11,12,1,1,5,369.5779,477.7028,1084.279,1238.8812,1396.072,873.2493,148.8924,157.6097,294.2388,1457.5243,875.8124,38401,813.993,24515,49963,23786,505.506,221.4608,1442.5352,123.6689,57510,113,888.2673,440.2533,21945,571,Web Attack – Brute Force
57.70.252.24-192.168.0.7-55549-22-6,57.70.252.24,55549,192.168.0.7,22,6,07/07/2017 09:28:49,224661,146,9,639.4738,139.7355,48316,674,256.1752,47614,272,253.9974,216297.9515506325,27939.643557878408,957.1336,45.0727,19049,864,752.2172,129.4331,48940,409,514.8616,1249.3036,2,1,1,1,306.1951,501.4507,302.2924,54.6426,803,16237,303.8818,164.0429,13593.8162,0,254,5,4,3,0,3,2,803.3883,33.8115,831.7784,317.4317,461.017,597.0165,952.6997,586.864,74.689,558.6054,200.2315,29356,892.5678,63716,42696,61324,59.338,799.043,859.3007,99.5654,26170,93,836.5194,490.2779,9193,89,DDoS
192.168.2.27-192.168.0.152-35871-21-0,192.168.2.27,35871,192.168.0.152,21,0,07/07/2017 09:07:36,154577,49,13,306.5268,981.6993,17208,998,1442.0278,36228,60,876.9849,19502.839119085536,3.5899899930833907,344.8135,489.1578,52519,63,252.9397,1168.6223,28223,275,571.6865,623.5142,4,1,0,0,391.4404,527.222,312.8819,128.1238,516,65089,708.1867,322.3141,6888.3969,1,1,3,5,10,4,0,1,949.4779,747.1269,596.3199,329.5613,1391.883,1057.5692,722.7115,692.3718,468.7002,92.3762,218.6355,36408,178.8029,13224,33363,36374,207.6868,690.0594,636.4752,299.7989,28665,305,1102.1729,423.9896,52793,826,BENIGN
96.82.0.154-192.168.0.152-38915-21-0,96.82.0.154,38915,192.168.0.152,21,0,07/07/2017 09:15:24,351,2,1,597.9978,836.0484,34233,312,1092.9896,55178,566,1016.2313,627.3603247717057,2607.610719195732,1343.9021,215.7887,13107,131,309.7459,1447.5681,53604,52,310.8645,435.6246,1,2,2,3,872.313,894.3877,360.4394,608.1101,954,52407,890.0146,443.2777,45784.5021,0,1,0,0,1,2,3,1,40.4268,182.8665,398.8127,507.0309,1332.3645,103.4419,281.4941,302.4252,1400.0064,808.071,912.9012,24347,922.8502,22552,35498,24052,229.7836,748.1395,494.8495,361.1591,59666,134,1139.8152,55.5881,39207,31,PortScan
161.81.216.153-192.168.0.144-56120-23-0,161.81.216.153,56120,192.168.0.144,23,0,07/07/2017 10:07:53,582196,21,53,590.1503,647.6304,38724,464,378.4868,21926,609,836.1864,58367.92336036829,380.20799077330327,803.7344,468.6204,56849,659,239.6889,1483.3024,16536,169,936.0175,1293.0354,2,0,5,3,609.7421,626.6593,772.8774,757.6905,121,63060,464.902,406.8269,2043.9023,1,1,5,0,4,1,0,0,312.2996,509.1912,790.5973,476.7383,1357.9954,599.9961,1467.9243,357.5428,1050.568,894.7758,603.5298,55340,199.2491,47326,22178,49488,239.2055,156.1225,767.7963,193.9178,48324,529,154.6673,443.4705,50111,826,Bot
192.168.0.152-192.168.3.151-54630-3389-6,192.168.0.152,54630,192.168.3.151,3389,6,07/07/2017 10:13:40,3519768,19,11,397.2452,238.2964,35985,274,294.4314,6573,152,26.4839,13614.745620969172,179.21023301189612,937.1009,198.9171,16551,278,712.2846,754.993,55575,681,316.1837,1462.1669,3,1,4,4,208.6849,26.8689,92.5412,922.922,644,25660,1193.4173,333.9992,19795.0291,2,2,4,0,16,2,2,4,117.6235,859.472,969.774,648.6153,1257.4511,207.3654,359.2169,298.4233,948.8205,826.3841,649.7181,26444,194.7687,7965,47831,58650,609.1277,90.0667,570.7826,83.876,61776,821,1304.9376,273.5972,32450,995,BENIGN
9.161.205.69-192.168.1.60-47848-21-0,9.161.205.69,47848,192.168.1.60,21,0,07/07/2017 10:12:32,1917942,13,73,506.7896,536.7085,18794,932,68.481,7594,864,1075.9584,40637.78559758702,13.493029808888584,22.3225,247.1008,36856,186,34.0282,795.2909,42581,481,934.9048,493.8546,4,4,0,3,460.3702,49.9721,724.0493,382.4245,472,31659,822.7542,308.5228,19709.4195,0,2,2,8,25,5,2,4,818.3169,333.4136,3.7395,926.182,1449.7632,921.8317,1286.5555,116.115,545.5046,203.2369,766.2381,12585,571.6114,6310,21121,45930,746.4345,62.2503,147.7107,123.1359,35392,142,632.145,20.5212,44235,858,Bot
25.183.176.155-192.168.1.184-10307-8080-6,25.183.176.155,10307,192.168.1.184,8080,6,07/07/2017 10:02:57,789,2,1,516.8195,444.3698,33264,110,550.3877,7437,887,923.1806,290.05988253375847,616.1718792949184,949.2846,460.3465,34011,477,577.0389,665.6005,26473,103,121.0994,1053.1837,4,1,1,4,776.5933,289.9527,17.7277,243.1976,812,48033,682.5512,99.1267,4835.3714,0,3,4,0,1,2,2,2,552.074,212.3143,65.8587,35.656,305.1991,446.9165,1403.8534,769.3999,1270.1642,915.528,572.1594,8636,425.4678,22261,4736,21560,371.8806,176.8462,735.3704,319.9749,41328,632,11.2736,89.9804,13994,644,PortScan
17.108.161.55-192.168.0.7-9856-53-17,17.108.161.55,9856,192.168.0.7,53,17,07/07/2017 09:33:35,227,1,1,973.6943,278.2705,29109,494,781.0798,57461,840,956.5364,361.64898072275855,4022.864136241649,1494.594,494.0586,25023,882,280.1846,1128.0049,25702,670,1.3135,417.4164,1,3,2,1,9.4316,633.0635,181.6061,82.6826,88,2754,1294.6365,473.4948,44915.5754,0,3,3,0,1,1,5,0,79.4696,161.5535,1035.2908,1367.7827,804.1077,900.8103,1348.668,517.0405,1057.253,37.2886,571.1934,58134,518.9934,64000,54380,5503,567.782,359.7873,684.5023,308.4274,49409,650,668.5861,335.2489,21631,49,PortScan
9.161.205.69-192.168.2.208-17327-80-17,9.161.205.69,17327,192.168.2.208,80,17,07/07/2017 10:08:42,915,3,1,895.1223,785.8615,474,33,1079.8005,21313,974,732.1915,25.97461885391017,6184.946416209274,1364.072,186.1636,30166,820,677.9175,687.5821,21051,578,202.8268,598.3137,3,5,1,1,177.9878,433.8722,493.0222,805.2968,200,32016,1291.9408,53.8058,19391.3849,0,1,5,0,1,5,0,4,531.9037,22.0502,1461.8785,1289.9394,1367.8809,919.4079,1427.8332,1170.3069,722.4148,851.1803,790.9171,12307,203.2411,44837,55631,13636,198.8854,911.1281,28.2259,114.8404,25065,686,1175.9414,10.7476,25181,339,PortScan
192.168.2.63-192.168.2.208-16476-22-6,192.168.2.63,16476,192.168.2.208,22,6,07/07/2017 10:00:24,2441702,38,7,926.4702,53.1466,50686,304,1328.5154,47902,846,1236.0277,31832.906008494603,65.73516830249962,692.6414,448.7077,18063,576,976.1335,646.5479,28668,271,912.4375,1207.5477,0,1,5,5,290.6642,825.515,165.5924,214.3532,963,15640,247.8014,458.6824,23411.0209,1,1,4,2,6,2,3,3,251.7132,930.2232,1286.012,773.1251,287.1111,703.9894,1018.0243,1040.4339,490.1547,1472.9116,399.2455,44565,747.905,40853,53773,45927,678.1212,248.4811,491.3314,305.8339,38282,753,755.4433,492.643,34222,865,BENIGN
163.186.83.95-192.168.1.179-49475-8080-17,163.186.83.95,49475,192.168.1.179,8080,17,07/07/2017 10:17:29,463160,313,1,407.3358,151.6694,50056,454,373.6024,39462,337,954.192,3001573.2227118467,48517.05270781413,160.9911,363.27,32455,993,528.75,303.0764,62428,85,512.3414,700.6082,0,5,1,4,637.8823,813.0588,674.032,994.755,820,47647,851.4303,113.1722,5050.0184,0,220,2,2,4,3,1,4,422.3478,987.9117,995.5527,1264.9352,262.5899,1329.8865,528.3507,1168.0978,1431.0092,1119.762,20.9185,32752,34.7887,60946,53013,22542,919.8496,638.7214,768.1863,295.8009,31976,408,1184.3126,318.9914,34587,292,DoS GoldenEye
192.168.0.152-192.168.0.7-41339-53-6,192.168.0.152,41339,192.168.0.7,53,6,07/07/2017 10:14:57,3318789,15,19,805.4883,218.7663,57135,932,456.3804,36946,911,1486.3039,28162.553530627745,80.34394088567328,73.9097,295.2932,40513,512,916.8349,377.0264,63729,905,236.7608,1112.6878,4,1,3,5,840.4195,174.0912,416.8966,414.8758,19,37242,1267.9887,360.7086,24436.7574,2,0,2,7,16,1,1,4,335.837,33.1696,862.4056,1121.7197,1031.874,876.5821,1049.6787,349.4371,1388.5633,374.0493,268.3797,29671,415.2174,56425,5798,722,799.0009,27.4517,784.9975,437.9134,24885,191,671.2469,411.2559,46118,828,BENIGN
192.168.0.152-192.168.3.57-27204-25-6,192.168.0.152,27204,192.168.3.57,25,6,07/07/2017 09:43:50,1659820,8,4,938.6488,989.7334,45187,944,531.0527,8862,447,1395.5405,49200.887728019436,48.0098830946575,1327.6659,58.9239,26995,900,121.2355,101.0562,49160,267,318.7815,1158.59,5,0,0,3,261.6201,575.9385,118.6321,262.4378,345,8374,1475.7555,347.7156,49013.3071,0,2,4,7,9,0,3,5,90.9013,224.7284,847.2522,323.2779,155.017,925.5244,1338.3175,1401.2519,243.6276,137.2035,846.688,14882,663.5237,47784,14474,13259,235.1807,36.3603,133.3498,369.9434,23630,177,1091.3755,240.3419,46752,999,BENIGN
